gene_id,PM2601,PM2602,PM2603,PM2604
gene-PA4419,1724,1868,1788,1892
gene-PA4420,5988,5914,6542,7097
gene-PA4421,7088,6808,6844,8028
gene-PA4421.1,317754,172438,545579,483991
gene-PA4422,1731,1670,1320,1732
gene-PA4423,13174,13872,14256,17171
gene-PA4424,5012,5329,4198,4944
gene-PA4425,11929,12264,13226,15533
gene-PA4426,7010,7535,7725,9476
gene-PA4427,2576,2049,2480,2533
gene-PA4428,5230,4525,5210,5546
gene-PA4429,17638,17870,25586,27390
gene-PA4430,37976,33623,46383,49141
gene-PA4431,30684,28138,34725,36582
gene-PA4432,48743,46786,51435,56283
gene-PA4433,130423,131133,117231,133038
gene-PA4434,4115,4290,5244,6197
gene-PA4435,1755,1828,1434,1994
gene-PA4436,2254,2543,1707,2027
gene-PA4437,993,1015,543,863
gene-PA4438,7136,7113,6352,6536
gene-PA4439,8953,9740,10757,11944
gene-PA4440,2563,2415,2639,3364
gene-PA4441,8365,8979,10974,12865
gene-PA4442,7930,8263,6161,6888
gene-PA4443,5433,5152,2955,3351
gene-PA4444,3690,3620,3168,3890
gene-PA4445,1635,1620,1570,1781
gene-PA4446,4003,4485,4187,5181
gene-PA4447,4812,4876,4892,6139
gene-PA4448,7517,7822,7856,9057
gene-PA4449,11100,11363,12546,13071
gene-PA4450,26123,27179,30536,32449
gene-PA4451,10064,10203,9214,10583
gene-PA4451.1,498,305,397,404
gene-PA4452,1429,1332,2090,2703
gene-PA4453,19498,18220,20312,23969
gene-PA4454,9476,9398,11527,12939
gene-PA4455,6464,6550,8308,8910
gene-PA4456,16505,15741,20549,21503
gene-PA4457,15763,15495,16687,18889
gene-PA4458,4214,4307,5138,6073
gene-PA4459,12987,12755,10884,12688
gene-PA4460,16247,16041,17590,19080
gene-PA4461,22282,23711,20401,24735
gene-PA4462,18242,18379,20671,23288
gene-PA4463,25298,28016,42371,52448
gene-PA4464,13957,15575,20377,24399
gene-PA4465,18004,19870,24088,29249
gene-PA4466,1929,2130,3187,3218
gene-PA4467,1695,1678,1365,2078
gene-PA4468,4420,4231,2041,3086
gene-PA4469,7670,8088,2981,4940
gene-PA4470,9892,10665,5280,7658
gene-PA4471,3604,3810,1605,2675
gene-PA4472,3347,3023,4774,5723
gene-PA4473,5804,6434,5719,6418
gene-PA4474,4255,4678,6915,7928
gene-PA4475,1480,1523,2907,3442
gene-PA4476,5835,6735,6333,8012
gene-PA4477,4563,4222,3839,4480
gene-PA4478,1705,1331,1588,1895
gene-PA4479,3205,2803,3085,3334
gene-PA4480,7351,7217,7967,8444
gene-PA4481,21710,22042,24681,25946
gene-PA4482,11290,11454,11192,13527
gene-PA4483,22875,22649,28753,33365
gene-PA4484,18350,19238,23681,26709
gene-PA4485,2775,3189,3097,3823
gene-PA4486,1783,1879,1835,2092
gene-PA4487,3046,2980,2145,2660
gene-PA4488,3297,3498,2398,3312
gene-PA4489,24840,23869,14359,17684
gene-PA4490,6305,5722,3188,3858
gene-PA4491,8991,8284,6151,7269
gene-PA4492,10408,9845,6039,7267
gene-PA4493,3562,3648,6558,7186
gene-PA4494,6116,6594,8817,10359
gene-PA4495,4695,5169,4818,5570
gene-PA4496,2784,2616,1901,2511
gene-PA4497,1650,2107,1307,1878
gene-PA4498,1393,1568,1277,1705
gene-PA4499,2627,2864,2186,2654
gene-PA4500,6362,7965,4452,5567
gene-PA4501,1826,2343,1114,1729
gene-PA4502,2556,3061,2213,2985
gene-PA4503,1890,1782,1780,2264
gene-PA4504,1534,1733,1935,2579
gene-PA4505,1780,2034,2829,3370
gene-PA4506,1467,1733,1829,2589
gene-PA4507,432,474,920,1556
gene-PA4508,643,813,565,739
gene-PA4509,612,843,727,1161
gene-PA4510,774,946,995,1389
gene-PA4511,1453,1730,1989,2742
gene-PA4512,4168,3957,3530,4378
gene-PA4513,4656,5061,3537,5290
gene-PA4514,18185,17580,8492,10852
gene-PA4515,8575,10288,6465,8407
gene-PA4516,4253,5530,3580,4656
gene-PA4517,4473,4642,2426,3059
gene-PA4518,733,670,568,643
gene-PA4519,5265,4555,3657,4025
gene-PA4520,2964,3174,2135,2820
gene-PA4521,936,1321,1142,1438
gene-PA4522,1177,1234,898,1052
gene-PA4523,4370,5731,7784,9520
gene-PA4524,2492,2772,2378,2921
gene-PA4524.1,529,307,403,407
gene-PA4525,11955,8978,10383,12589
gene-PA4526,9138,8952,7660,9337
gene-PA4528,3602,3310,3873,4536
gene-PA4529,3587,3600,4353,4661
gene-PA4530,1781,1728,1879,2049
gene-PA4531,932,971,938,1059
gene-PA4532,1500,1546,1191,1521
gene-PA4533,1306,1450,1076,1279
gene-PA4534,1513,1411,1201,1497
gene-PA4535,2054,2198,2308,2887
gene-PA4536,1094,1273,1375,1773
gene-PA4537,1255,1368,1066,1238
gene-PA4538,6026,6516,6849,7732
gene-PA4539,2292,2352,1870,2303
gene-PA4540,1826,1973,982,1552
gene-PA4541,5031,5491,3363,4663
gene-PA4541.1,398,221,184,227
gene-PA4541.2,778,614,793,771
gene-PA4541.3,541,490,681,633
gene-PA4542,6987,9189,24580,24036
gene-PA4543,1366,1728,2106,2741
gene-PA4544,6512,6660,8181,8535
gene-PA4545,16865,16371,13839,15568
gene-PA4546,4092,4806,3986,4640
gene-PA4547,3147,3720,4298,5287
gene-PA4548,2515,2688,2099,2578
gene-PA4549,704,516,278,402
gene-PA4550,1580,1465,1427,1910
gene-PA4551,1908,2095,1840,2391
gene-PA4552,2922,2557,2672,3610
gene-PA4553,2531,2419,2516,3148
gene-PA4554,15740,14760,14476,19423
gene-PA4555,1489,1003,1237,1514
gene-PA4556,2392,2003,2015,2705
gene-PA4557,6986,7061,7098,8327
gene-PA4558,7341,6802,6909,8362
gene-PA4559,4679,4713,5288,6184
gene-PA4560,31976,33209,35317,39913
gene-PA4561,6373,7072,6088,7043
gene-PA4562,3329,3173,2249,2801
gene-PA4563,43214,38732,35124,35672
gene-PA4564,1560,1446,1396,1424
gene-PA4565,5369,5398,6241,6850
gene-PA4566,7160,7024,9165,9400
gene-PA4567,42482,42161,42987,48731
gene-PA4568,89606,100128,99562,118131
gene-PA4569,17160,17388,15466,17358
gene-PA4570,1174,1272,587,959
gene-PA4571,10343,11116,15454,16525
gene-PA4572,9185,10193,9167,9572
gene-PA4573,556,702,498,679
gene-PA4574,1972,1853,1308,1346
gene-PA4575,718,802,810,949
gene-PA4576,9547,9720,10602,12156
gene-PA4577,522,574,1093,1506
gene-PA4578,44709,45802,45509,55184
gene-PA4579,10535,11285,9695,12040
gene-PA4580,1501,1552,1192,1485
gene-PA4581,2215,2594,1812,2577
gene-PA4581.1,571,567,623,744
gene-PA4582,2071,2104,1757,2419
gene-PA4583,2179,1925,2003,2754
gene-PA4584,1470,1477,1132,1292
gene-PA4585,1074,1149,1182,1651
gene-PA4586,659,808,810,1158
gene-PA4587,4988,5510,19991,20436
gene-PA4588,3100,3524,3153,4057
gene-PA4589,1591,1835,921,1366
gene-PA4590,679,567,301,471
gene-PA4591,915,1018,790,1492
gene-PA4592,1517,2033,1290,1992
gene-PA4593,882,1125,717,1358
gene-PA4594,539,643,507,735
gene-PA4595,21518,22433,24936,27365
gene-PA4596,707,1044,1127,1611
gene-PA4597,1031,1392,1490,2053
gene-PA4598,3748,3770,3051,3959
gene-PA4599,576,716,1011,1539
gene-PA4600,1748,1920,2099,2205
gene-PA4601,8420,9692,11288,14098
gene-PA4602,25301,25678,24300,25999
gene-PA4603,660,786,599,815
gene-PA4604,1792,2176,2061,2425
gene-PA4605,1154,1220,1666,1940
gene-PA4606,7750,8278,10640,12418
gene-PA4607,1468,1817,2562,2974
gene-PA4608,1151,1339,1484,1810
gene-PA4609,2136,2718,2383,3139
gene-PA4610,773,1020,2424,3042
gene-PA4611,1052,844,1930,2048
gene-PA4612,479,623,546,788
gene-PA4613,1949,2043,1232,1750
gene-PA4614,2515,2032,2372,2495
gene-PA4615,3214,3945,3986,5185
gene-PA4616,2111,1898,2036,2395
gene-PA4617,2298,2507,3462,4377
gene-PA4618,1438,1421,2474,2823
gene-PA4619,2955,2977,5518,6504
gene-PA4620,1432,1447,2434,2961
gene-PA4621,7082,8528,13350,15133
gene-PA4622,2407,2617,1959,2976
gene-PA4623,605,789,476,700
gene-PA4624,3787,3706,2122,2787
gene-PA4625,10435,10140,5831,7446
gene-PA4626,1997,2132,2307,3041
gene-PA4627,3648,3968,4913,6143
gene-PA4628,10886,9997,10503,11882
gene-PA4629,1822,2189,1715,2174
gene-PA4630,769,573,489,692
gene-PA4631,4647,4781,4476,5033
gene-PA4632,7827,9375,5636,6543
gene-PA4633,3924,4909,5713,7365
gene-PA4634,944,993,1306,1652
gene-PA4635,738,997,847,1242
gene-PA4635a,389,429,405,657
gene-PA4636,8500,8639,7440,8494
gene-PA4636a,344,305,167,334
gene-PA4637,1086,1064,1205,1294
gene-PA4637a,857,707,514,675
gene-PA4639,6133,6882,7011,7991
gene-PA4640,11728,12451,10998,12528
gene-PA4642,1614,1823,1623,1727
gene-PA4643,2770,2723,2364,2828
gene-PA4644,4123,3964,2774,3233
gene-PA4645,8448,9197,6755,7812
gene-PA4646,4159,3974,4024,4497
gene-PA4647,6058,6271,5509,6412
gene-PA4648,1000,1114,597,856
gene-PA4649,712,1045,523,852
gene-PA4650,655,859,474,861
gene-PA4651,465,726,739,1263
gene-PA4652,1660,2185,1551,2742
gene-PA4653,1132,1506,801,1366
gene-PA4654,1281,1519,1017,1704
gene-PA4655,3362,3475,4535,5102
gene-PA4656,1518,1757,2081,2552
gene-PA4657,2287,3085,4592,6048
gene-PA4658,2031,2393,2825,3555
gene-PA4659,1421,1779,1738,2030
gene-PA4660,2442,2924,3441,4312
gene-PA4661,7786,7767,8530,9411
gene-PA4662,2413,2690,2486,3069
gene-PA4663,2262,2821,4101,5062
gene-PA4664,4491,4503,5719,6380
gene-PA4665,7531,8300,9617,10763
gene-PA4666,5493,6241,6738,7747
gene-PA4667,12537,14554,14461,18088
gene-PA4668,4514,4846,5405,6140
gene-PA4669,18422,17337,14120,15899
gene-PA4669.1,12310,10846,8378,9108
gene-PA4670,49363,49706,47447,49834
gene-PA4671,71639,68237,75010,86131
gene-PA4672,15454,15813,12298,14850
gene-PA4673,19992,19527,20044,22309
gene-PA4673.1,273,112,37,73
gene-PA4674,626,457,331,441
gene-PA4675,11374,10907,6744,8525
gene-PA4676,3483,3708,3125,3623
gene-PA4677,1200,1608,1558,2183
gene-PA4678,1569,1574,1177,1374
gene-PA4679,897,978,987,1113
gene-PA4680,455,625,396,678
gene-PA4681,1116,1379,799,1272
gene-PA4682,1555,1513,1097,1491
gene-PA4683,2716,2067,2299,2886
gene-PA4684,5947,6203,5884,7208
gene-PA4685,824,840,799,909
gene-PA4686,15641,16453,16784,19583
gene-PA4687,14815,14173,14353,17105
gene-PA4688,7757,6893,8089,10048
gene-PA4689,5243,5843,5420,6576
gene-PA4690,2203,2174,1710,1990
gene-PA4690.1,2149,1335,919,1036
gene-PA4690.2,1347250,348240,802646,752476
gene-PA4690.3,1476,898,903,799
gene-PA4690.4,1726,1105,1085,953
gene-PA4690.5,50882,8428,19107,15878
gene-PA4690a,2332,1906,1399,1776
gene-PA4691,1364,724,596,677
gene-PA4692,2518,2086,1946,2203
gene-PA4693,9658,9499,8490,9788
gene-PA4694,21515,21418,27357,30950
gene-PA4695,7278,6685,7445,8063
gene-PA4696,14758,14532,16717,18875
gene-PA4697,2323,2397,2160,2489
gene-PA4698,972,989,1123,1329
gene-PA4699,4311,4730,6142,7854
gene-PA4700,8206,8544,8881,10090
gene-PA4701,11043,10666,9620,11148
gene-PA4702,505,747,642,852
gene-PA4703,559,532,296,419
gene-PA4704,1238,1328,958,1299
gene-PA4704.1,289,212,76,141
gene-PA4704.2,387,353,150,211
gene-PA4705,2856,2861,2132,2796
gene-PA4706,1456,1599,1125,1890
gene-PA4707,3255,3053,2081,3019
gene-PA4708,3153,3364,2678,3786
gene-PA4709,3052,3136,2086,3186
gene-PA4710,33108,34453,11213,16269
gene-PA4711,1149,1642,1180,1548
gene-PA4712,949,918,776,1052
gene-PA4713,619,602,565,810
gene-PA4714,697,866,1062,1225
gene-PA4715,5824,6693,5767,6916
gene-PA4716,1291,1549,1601,2359
gene-PA4717,2269,2488,2485,3011
gene-PA4718,1484,1563,1880,2137
gene-PA4719,10202,9650,11811,13091
gene-PA4720,7514,8123,8481,10654
gene-PA4721,2085,2179,2201,2921
gene-PA4722,3002,3100,3118,4033
gene-PA4723,12788,11088,11803,11892
gene-PA4724,2945,3147,3110,3679
gene-PA4724.1,1341,1304,748,959
gene-PA4725,7134,7898,6034,7446
gene-PA4726,7637,9329,12589,15806
gene-PA4726.1,213,203,143,150
gene-PA4726.11,183544,248940,160093,210847
gene-PA4726.2,182428,248222,159487,210166
gene-PA4727,16292,16105,17409,19980
gene-PA4728,2551,2228,3680,4181
gene-PA4729,6451,6828,6410,7044
gene-PA4730,5342,6106,6278,7653
gene-PA4731,2795,2979,2422,2763
gene-PA4732,7733,7789,7812,8778
gene-PA4733,2733,2907,2179,2905
gene-PA4734,2381,2996,2170,3042
gene-PA4735,21102,20983,17549,20798
gene-PA4736,2175,1966,1781,2169
gene-PA4737,1536,1330,1314,1530
gene-PA4738,693,433,507,558
gene-PA4739,1840,1180,1335,1606
gene-PA4740,104034,111490,139585,162993
gene-PA4741,17453,13359,18946,20609
gene-PA4742,9068,8925,12275,12914
gene-PA4743,6643,5886,8232,8969
gene-PA4744,54306,55470,83851,89895
gene-PA4745,33212,32846,40577,42753
gene-PA4746,6413,5404,5098,5259
gene-PA4746.1,790,569,693,682
gene-PA4746.2,1709,1288,1554,1529
gene-PA4747,5103,3906,3807,4077
gene-PA4748,12319,11096,12572,11754
gene-PA4749,9529,8385,13546,13885
gene-PA4750,3162,3433,5048,5171
gene-PA4751,21233,23887,39188,42467
gene-PA4752,3689,3621,3869,4311
gene-PA4753,7228,8118,6262,7111
gene-PA4754,4076,4577,4287,4874
gene-PA4755,8249,7957,10392,11441
gene-PA4756,49477,46853,63759,70962
gene-PA4757,7208,6611,7628,8811
gene-PA4758,30398,29651,33095,36735
gene-PA4758.1,384,280,302,351
gene-PA4759,2058,2130,5720,6689
gene-PA4760,2852,3494,7150,8325
gene-PA4761,39138,45544,114545,117492
gene-PA4762,4635,4833,11866,12146
gene-PA4763,4095,4943,4122,5246
gene-PA4764,3667,3691,3250,3590
gene-PA4765,8449,8235,7059,8024
gene-PA4766,526,727,570,680
gene-PA4767,1894,1933,1860,2111
gene-PA4768,4147,4619,5219,5800
gene-PA4769,4482,4480,4835,5269
gene-PA4770,8896,9128,7316,8941
gene-PA4771,4087,4368,5912,7492
gene-PA4772,10123,10917,11676,14623
gene-PA4773,13050,13758,18819,24484
gene-PA4774,34045,31032,42185,49596
gene-PA4775,9227,8285,13457,17165
gene-PA4776,7741,7661,11168,12660
gene-PA4777,8336,8701,10294,12426
gene-PA4778,1737,1686,1639,2038
gene-PA4779,783,845,963,1511
gene-PA4780,1636,1878,1628,1989
gene-PA4781,1446,1725,1909,2989
gene-PA4782,928,1054,1196,1323
gene-PA4783,646,713,917,1306
gene-PA4784,934,1094,760,1036
gene-PA4785,1930,2245,1496,2224
gene-PA4786,962,1082,1256,1876
gene-PA4787,1340,1560,2113,2708
gene-PA4788,611,752,747,1244
gene-PA4789,567,536,508,701
gene-PA4790,973,1065,1352,1844
gene-PA4791,695,740,1031,1405
gene-PA4792,1036,1185,1341,2026
gene-PA4793,3307,3667,4250,5193
gene-PA4794,1826,2148,2517,2990
gene-PA4795,881,903,1024,1181
gene-PA4796,755,767,718,1015
gene-PA4797,1262,1349,1145,1580
gene-PA4798,2291,2389,2454,3072
gene-PA4799,1137,1257,1086,1615
gene-PA4800,1146,1318,1036,1381
gene-PA4801,336,351,529,955
gene-PA4802,1055,1280,1172,1826
gene-PA4802.1,561,611,466,507
gene-PA4803,929,1083,988,1536
gene-PA4804,1716,1764,1643,2533
gene-PA4805,1882,2268,1150,1798
gene-PA4806,696,988,828,1100
gene-PA4807,1571,1874,3856,4836
gene-PA4808,3190,3559,6015,8069
gene-PA4809,2439,2330,4028,4877
gene-PA4810,2457,2495,4779,5435
gene-PA4811,4177,4351,8643,9564
gene-PA4812,21547,22492,40998,44824
gene-PA4813,962,1190,701,1203
gene-PA4814,1391,1892,1260,2191
gene-PA4815,1121,1394,990,1426
gene-PA4816,908,1011,1038,1619
gene-PA4817,942,1027,773,1089
gene-PA4818,768,975,894,1564
gene-PA4819,844,1123,765,1355
gene-PA4820,485,541,396,577
gene-PA4821,871,995,1080,1865
gene-PA4822,1320,1870,1522,2360
gene-PA4823,220,259,219,356
gene-PA4824,313,352,494,903
gene-PA4825,4114,4891,2940,4197
gene-PA4826,3975,3741,2687,3325
gene-PA4827,1062,1174,973,1556
gene-PA4828,330,302,399,758
gene-PA4829,1140,1532,1401,2283
gene-PA4830,533,822,620,965
gene-PA4831,874,1166,1245,1644
gene-PA4832,862,1088,1138,1614
gene-PA4833,2954,2879,2157,2676
gene-PA4834,3896,3658,2159,2997
gene-PA4835,6041,6005,3905,4885
gene-PA4836,6674,6055,5017,5700
gene-PA4837,35705,35128,21751,27693
gene-PA4838,4243,3950,3354,4764
gene-PA4839,5883,6322,6237,7172
gene-PA4840,788,888,1083,1260
gene-PA4841,1337,1420,2111,2407
gene-PA4842,5079,5454,6580,7743
gene-PA4843,5242,6912,12205,14811
gene-PA4844,1179,1453,1559,2704
gene-PA4845,3755,4346,4932,6555
gene-PA4846,17512,17216,12981,15072
gene-PA4847,13288,10976,15409,16215
gene-PA4848,44187,45326,64535,73753
gene-PA4849,1745,1982,1475,2081
gene-PA4850,7678,8344,9544,10714
gene-PA4851,5272,5628,5547,6440
gene-PA4852,9942,10164,10092,11009
gene-PA4853,7673,8132,8494,11002
gene-PA4854,16578,18187,18470,22759
gene-PA4855,9222,10784,12135,14341
gene-PA4856,8807,10214,8995,11041
gene-PA4857,719,969,737,1119
gene-PA4858,1450,1277,787,1126
gene-PA4859,959,1217,1154,1996
gene-PA4860,606,677,634,1392
gene-PA4861,751,1091,649,1200
gene-PA4862,581,823,622,1094
gene-PA4863,990,1221,1361,1707
gene-PA4864,455,514,753,986
gene-PA4865,569,631,889,1200
gene-PA4866,1222,1401,1607,2043
gene-PA4867,780,978,788,1077
gene-PA4868,3522,4116,4724,5821
gene-PA4869,1547,1694,1783,2382
gene-PA4870,848,986,1169,1402
gene-PA4871,252,393,460,769
gene-PA4872,1938,2206,2076,2534
gene-PA4873,2698,3404,2865,3687
gene-PA4874,1902,2099,1726,2080
gene-PA4876,1921,2024,1830,2337
gene-PA4877,419,445,338,558
gene-PA4878,1609,1792,1425,1815
gene-PA4879,3596,4258,3367,4542
gene-PA4880,3285,3399,4966,5743
gene-PA4881,554,866,400,687
gene-PA4882,814,1234,669,962
gene-PA4883,532,769,558,964
gene-PA4884,529,749,533,907
gene-PA4885,1073,1095,882,1232
gene-PA4886,1128,1449,1897,2614
gene-PA4887,3175,3519,3374,4059
gene-PA4888,4540,4294,6466,7752
gene-PA4889,2948,2466,6187,7969
gene-PA4890,2399,2756,3278,4218
gene-PA4891,652,759,817,1248
gene-PA4892,280,393,643,1006
gene-PA4893,1133,1300,1424,1718
gene-PA4894,267,273,571,1014
gene-PA4895,522,657,770,1309
gene-PA4896,2626,3039,1289,1853
gene-PA4897,5052,5521,2967,4717
gene-PA4898,1637,1927,998,1732
gene-PA4899,854,1318,1300,2166
gene-PA4900,471,528,560,1228
gene-PA4901,1004,1065,922,1609
gene-PA4902,954,1210,991,1763
gene-PA4903,446,478,536,956
gene-PA4904,649,768,763,1289
gene-PA4905,401,549,730,1351
gene-PA4906,1972,2167,2199,3200
gene-PA4907,2872,3019,3501,4271
gene-PA4908,472,549,439,947
gene-PA4909,808,984,532,829
gene-PA4910,867,1219,599,951
gene-PA4911,1316,1663,883,1463
gene-PA4912,957,1059,660,894
gene-PA4913,1433,1752,886,1485
gene-PA4914,1240,1652,973,1571
gene-PA4915,2347,2530,2221,2780
gene-PA4916,1353,1599,3674,4026
gene-PA4917,835,1099,1906,2214
gene-PA4918,5206,4488,10754,13042
gene-PA4919,18905,18518,33551,38180
gene-PA4920,11298,11392,28649,29108
gene-PA4921,3472,3490,6686,6822
gene-PA4922,50847,46809,71012,85520
gene-PA4923,1585,1565,2086,2681
gene-PA4924,2211,2325,2441,2872
gene-PA4925,1002,1051,684,1064
gene-PA4926,873,994,1051,1602
gene-PA4927,2271,3103,2675,3897
gene-PA4928,11922,12699,12123,14063
gene-PA4929,2099,2383,1914,2793
gene-PA4930,2951,3576,3192,3914
gene-PA4931,9564,9673,9550,10933
gene-PA4932,32316,33209,47334,49688
gene-PA4933,32659,31041,44366,47799
gene-PA4934,60695,69633,72113,82018
gene-PA4935,91363,100847,109026,126548
gene-PA4936,3268,3607,6959,8434
gene-PA4937,29830,30811,48582,56596
gene-PA4937.1,2708,2158,2267,2681
gene-PA4937.2,1181,1026,937,990
gene-PA4938,32857,33714,36572,41751
gene-PA4939,6488,5690,7994,8842
gene-PA4940,4378,3587,3528,3930
gene-PA4941,11750,11724,16007,16771
gene-PA4942,15325,15559,23807,24946
gene-PA4943,36618,36969,56058,61532
gene-PA4944,13183,15832,20160,22019
gene-PA4945,10247,10750,10198,11814
gene-PA4946,7411,8372,10047,11694
gene-PA4947,8999,10397,10184,12168
gene-PA4948,1464,1695,1509,1932
gene-PA4949,1160,1094,1741,2529
gene-PA4950,3003,3641,3434,4194
gene-PA4951,3895,3688,4305,4990
gene-PA4952,4340,4647,5716,6401
gene-PA4953,3528,4239,4233,5178
gene-PA4954,3523,3491,3447,4163
gene-PA4955,1982,2389,2377,3594
gene-PA4956,4708,4598,4943,6105
gene-PA4957,5808,6610,7830,9372
gene-PA4958,7149,7296,9024,10778
gene-PA4959,9362,9313,9697,11094
gene-PA4960,5819,6170,7994,8936
gene-PA4961,6561,7567,7665,8520
gene-PA4962,1076,1247,1185,1549
gene-PA4963,2596,2318,2664,3165
gene-PA4964,11504,11521,16355,19278
gene-PA4965,1446,1046,1735,2459
gene-PA4966,1788,2057,3131,4226
gene-PA4967,10791,11030,12738,14478
gene-PA4968,5323,6079,5113,6336
gene-PA4969,3292,3435,3020,3579
gene-PA4970,2578,2958,2795,3749
gene-PA4971,3262,3625,4094,4807
gene-PA4972,6601,6867,7060,8195
gene-PA4973,3935,4094,3744,4825
gene-PA4974,9073,9754,8982,10881
gene-PA4975,1091,1276,976,1523
gene-PA4976,939,1116,1670,2559
gene-PA4977,1037,1091,1211,1769
gene-PA4978,1254,1551,1507,2636
gene-PA4979,1294,1456,938,1450
gene-PA4980,437,489,481,921
gene-PA4981,1968,1981,1125,1696
gene-PA4982,1109,1602,1375,2422
gene-PA4983,866,1082,1053,1645
gene-PA4984,689,998,821,1308
gene-PA4985,833,1104,913,1845
gene-PA4986,1775,2199,1954,3166
gene-PA4987,1145,1441,1308,1658
gene-PA4988,952,970,2200,3088
gene-PA4989,581,768,780,1151
gene-PA4990,624,725,641,843
gene-PA4991,3138,3734,5153,6338
gene-PA4992,3402,4173,4322,5365
gene-PA4993,1387,1864,1838,2440
gene-PA4994,1308,1491,1072,1657
gene-PA4995,1558,1838,2043,2722
gene-PA4996,7638,7729,10471,12271
gene-PA4997,9324,9139,10961,12136
gene-PA4998,4372,4756,4981,5411
gene-PA4999,6700,6200,5686,6596
gene-PA5000,6151,5363,5368,6334
gene-PA5001,6258,6409,5284,6737
gene-PA5002,5370,5232,6433,7303
gene-PA5003,4544,5041,5768,6421
gene-PA5004,6994,7389,11157,12153
gene-PA5005,25779,26032,29764,33823
gene-PA5006,4848,5125,6227,7492
gene-PA5007,3483,3109,4311,4649
gene-PA5008,3996,4093,4992,5635
gene-PA5009,3551,3656,5255,5961
gene-PA5010,8545,8780,11452,12447
gene-PA5011,3793,4167,5448,5663
gene-PA5012,4317,4730,6721,7263
gene-PA5013,19308,21333,21896,24473
gene-PA5014,5558,6122,7450,8919
gene-PA5015,100616,93312,111746,126556
gene-PA5016,35034,31194,48473,54381
gene-PA5017,9682,11220,10630,13073
gene-PA5018,2540,2639,3235,3548
gene-PA5019,2210,2421,3142,3506
gene-PA5020,2686,3306,2484,3506
gene-PA5021,3530,4423,3705,4817
gene-PA5022,9917,10305,12033,15013
gene-PA5023,2826,3697,2986,4319
gene-PA5024,1697,2202,1019,1441
gene-PA5025,4402,4687,5243,6131
gene-PA5026,874,1001,838,997
gene-PA5027,3393,4416,8378,10165
gene-PA5028,2943,2756,2972,3464
gene-PA5029,1238,1639,1354,1827
gene-PA5030,3888,4859,7186,8465
gene-PA5031,1030,1228,1183,1837
gene-PA5032,748,1144,913,1604
gene-PA5033,1473,1947,1028,1621
gene-PA5034,6467,7012,7114,7546
gene-PA5035,3599,3640,3782,4756
gene-PA5036,16961,18508,16660,19662
gene-PA5037,8580,8837,10516,12582
gene-PA5038,6580,6149,7181,7562
gene-PA5039,3306,3572,4632,5494
gene-PA5040,10266,9058,16417,17516
gene-PA5041,1840,1676,2567,2703
gene-PA5042,2297,2178,3292,3668
gene-PA5043,2848,2934,4307,5061
gene-PA5044,5631,6810,8059,10075
gene-PA5045,9626,10686,9790,11564
gene-PA5046,31832,31040,31239,34540
gene-PA5047,4136,4355,3867,4772
gene-PA5048,1239,1508,1673,2230
gene-PA5049,12979,8077,14922,13630
gene-PA5050,4544,5100,5335,7254
gene-PA5051,16560,18678,27878,29773
gene-PA5052,5143,6075,8324,10620
gene-PA5053,5616,7034,17946,19658
gene-PA5054,13927,15945,40820,43570
gene-PA5055,1988,2316,3665,3972
gene-PA5056,2695,3168,2471,3244
gene-PA5057,1274,1540,1162,1592
gene-PA5058,2079,2464,1488,2170
gene-PA5059,814,758,665,917
gene-PA5060,4830,4990,7395,9369
gene-PA5061,2479,1773,1728,1886
gene-PA5062,1277,1128,866,1128
gene-PA5063,8294,8565,9779,11242
gene-PA5064,3742,3939,6003,7017
gene-PA5065,6474,7030,7501,9038
gene-PA5066,3075,3179,3513,3971
gene-PA5067,5415,5457,5251,5931
gene-PA5068,4036,4044,4913,5899
gene-PA5069,3478,3796,4563,5275
gene-PA5070,5985,5381,6064,6501
gene-PA5071,1985,1952,2528,3021
gene-PA5072,1675,1911,2517,3910
gene-PA5073,1498,1371,1219,1436
gene-PA5074,1929,2303,2332,2638
gene-PA5075,2870,2809,2620,2978
gene-PA5076,4431,4904,3797,4275
gene-PA5077,16404,15789,20986,24966
gene-PA5078,17648,16805,19626,22359
gene-PA5079,891,1099,778,1105
gene-PA5080,3741,4128,3411,4517
gene-PA5081,751,1113,608,860
gene-PA5082,1385,1417,844,1088
gene-PA5083,402,580,408,569
gene-PA5084,558,866,788,1362
gene-PA5085,997,1044,1198,1846
gene-PA5087,2076,1085,693,896
gene-PA5088,2154,1245,596,872
gene-PA5089,2867,2897,1949,2944
gene-PA5090,3351,3645,2427,3452
gene-PA5091,1434,2098,1834,2504
gene-PA5092,1057,1603,1845,2689
gene-PA5093,1028,1501,1502,2633
gene-PA5094,1153,1478,952,1477
gene-PA5095,1142,1379,785,1251
gene-PA5096,1219,1558,987,1441
gene-PA5097,1254,1783,1046,1639
gene-PA5098,1236,1851,1031,2005
gene-PA5099,1219,1643,1020,1741
gene-PA5100,1599,2172,1654,2673
gene-PA5101,736,885,735,1269
gene-PA5102,815,990,604,1170
gene-PA5103,1751,2013,968,1497
gene-PA5104,751,968,931,1430
gene-PA5105,1242,1459,1512,2066
gene-PA5106,1277,1660,1644,2506
gene-PA5107,2031,2230,1810,2146
gene-PA5108,2377,2259,1952,2092
gene-PA5109,3456,3535,4413,4864
gene-PA5110,17878,17865,20443,22356
gene-PA5111,2696,2705,2061,2450
